Node,Label,Network,Hemisphere,Region,Parcel ID,X,Y,Z
194,7Networks_LH_Cont_PFCl_4,7Networks,LH,Cont_PFCl,4,-28.82275985010746,55.81207799216611,10.306485867196763
195,7Networks_LH_Cont_PFCl_5,7Networks,LH,Cont_PFCl,5,-46.52799872889028,34.590281887821945,13.319609069388747
196,7Networks_LH_Cont_PFCl_6,7Networks,LH,Cont_PFCl,6,-48.6840444725791,9.640203643354923,13.707474835354247
197,7Networks_LH_Cont_PFCl_7,7Networks,LH,Cont_PFCl,7,-48.2506250788727,18.063698475518294,23.34291837610725
198,7Networks_LH_Cont_PFCl_8,7Networks,LH,Cont_PFCl,8,-39.47290763569481,41.39687230836455,21.557066952888746
199,7Networks_LH_Cont_PFCl_9,7Networks,LH,Cont_PFCl,9,-44.12907107608069,24.718407348975944,27.488554617871273
200,7Networks_LH_Cont_PFCl_10,7Networks,LH,Cont_PFCl,10,-37.647834867409614,9.36667277527448,31.364823388433408
201,7Networks_LH_Cont_PFCl_11,7Networks,LH,Cont_PFCl,11,-35.02260372298193,31.93859667435659,38.81399372484813
202,7Networks_LH_Cont_PFCl_12,7Networks,LH,Cont_PFCl,12,-45.28865144530377,20.293354057305066,35.49948283396472
203,7Networks_LH_Cont_PFCl_13,7Networks,LH,Cont_PFCl,13,-45.38038239013986,11.874930822697934,39.422403023956576
204,7Networks_LH_Cont_PFCv_1,7Networks,LH,Cont_PFCv,1,-34.70568609082056,14.565549578753448,-9.221919538995508
205,7Networks_LH_Cont_PFCv_2,7Networks,LH,Cont_PFCv,2,-31.51505965275038,21.37608458638772,-2.0933183835843536
206,7Networks_LH_Cont_pCun_1,7Networks,LH,Cont_pCun,1,-9.923365161781845,-74.40160627681577,41.24681539267375
207,7Networks_LH_Cont_pCun_2,7Networks,LH,Cont_pCun,2,-5.290055193786699,-61.45445236321106,51.45912848747979
208,7Networks_LH_Cont_Cing_1,7Networks,LH,Cont_Cing,1,-5.562837245208883,-39.042766294309075,23.743958126694437
209,7Networks_LH_Cont_Cing_2,7Networks,LH,Cont_Cing,2,-3.7604439737705064,16.03118708729744,25.39361777615089
210,7Networks_LH_Cont_Cing_3,7Networks,LH,Cont_Cing,3,-4.291858133009015,-20.969244416615517,29.142545418264405
211,7Networks_LH_Cont_Cing_4,7Networks,LH,Cont_Cing,4,-3.1075063422322415,2.098769993728226,29.955967946340223
212,7Networks_LH_Cont_PFCmp_1,7Networks,LH,Cont_PFCmp,1,-3.1976430399241877,26.993343591818146,46.15542066987487
213,7Networks_LH_Cont_PFCmp_2,7Networks,LH,Cont_PFCmp,2,-5.0284773346323135,13.145647663981308,52.932191553059965
214,7Networks_LH_Default_Temp_1,7Networks,LH,Default_Temp,1,-54.24606691855942,-0.49001602764074903,-28.710220118113146
215,7Networks_LH_Default_Temp_2,7Networks,LH,Default_Temp,2,-59.56929550377666,-19.1341312825391,-23.46411283153954
216,7Networks_LH_Default_Temp_3,7Networks,LH,Default_Temp,3,-51.939185555788725,7.451407353397414,-18.987345062696885
217,7Networks_LH_Default_Temp_4,7Networks,LH,Default_Temp,4,-61.59505026831289,-36.28045985662906,-16.296608099193545
218,7Networks_LH_Default_Temp_5,7Networks,LH,Default_Temp,5,-59.87433467705304,-10.848640247496334,-14.196846095491637
219,7Networks_LH_Default_Temp_6,7Networks,LH,Default_Temp,6,-53.86023817275361,-4.665013263923939,-10.476859176964169
220,7Networks_LH_Default_Temp_7,7Networks,LH,Default_Temp,7,-62.607473343798915,-33.253035414324266,-4.879611365534743
221,7Networks_LH_Default_Temp_8,7Networks,LH,Default_Temp,8,-51.142219387659225,-21.87542636758962,-7.998360503393755
222,7Networks_LH_Default_Temp_9,7Networks,LH,Default_Temp,9,-59.25465997458667,-17.900712949712762,-1.7248530409415253
223,7Networks_LH_Default_Temp_10,7Networks,LH,Default_Temp,10,-51.210632751778576,-33.834486916785444,-0.3776034484513886
224,7Networks_LH_Default_Temp_11,7Networks,LH,Default_Temp,11,-62.840147058998866,-49.770013177982314,4.132244105056792
225,7Networks_LH_Default_Temp_12,7Networks,LH,Default_Temp,12,-52.748219662858816,-43.82881739046343,6.235717161439588
226,7Networks_LH_Default_Par_1,7Networks,LH,Default_Par,1,-48.47582828377682,-50.165867126522926,14.578510803480938
227,7Networks_LH_Default_Par_2,7Networks,LH,Default_Par,2,-46.65801307287788,-57.27583178537979,18.387590674977552
228,7Networks_LH_Default_Par_3,7Networks,LH,Default_Par,3,-59.65964002821596,-49.11862224459648,16.26870966643095
229,7Networks_LH_Default_Par_4,7Networks,LH,Default_Par,4,-43.534627179634725,-71.60092643684857,24.646929897732676
230,7Networks_LH_Default_Par_5,7Networks,LH,Default_Par,5,-46.81178559117481,-63.32360435563241,23.092885379966404
231,7Networks_LH_Default_Par_6,7Networks,LH,Default_Par,6,-48.951886388360066,-54.31690902809534,25.906189407683286
232,7Networks_LH_Default_Par_7,7Networks,LH,Default_Par,7,-41.6711661813452,-75.52280482810502,33.38759339666541
233,7Networks_LH_Default_Par_8,7Networks,LH,Default_Par,8,-60.86309900200541,-53.50747754354688,28.241715978962546
234,7Networks_LH_Default_Par_9,7Networks,LH,Default_Par,9,-48.36974296433962,-67.8241404007682,33.09594375327886
235,7Networks_LH_Default_Par_10,7Networks,LH,Default_Par,10,-49.13369853843378,-59.35863664648679,37.25714721315944
236,7Networks_LH_Default_Par_11,7Networks,LH,Default_Par,11,-39.931928764243565,-72.53357531350824,45.43118557611254
237,7Networks_LH_Default_Par_12,7Networks,LH,Default_Par,12,-55.130977161156466,-50.694161208822976,38.50432171304385
238,7Networks_LH_Default_Par_13,7Networks,LH,Default_Par,13,-44.83365303300485,-63.72672706523112,48.549608475272805
239,7Networks_LH_Default_PFC_1,7Networks,LH,Default_PFC,1,-28.13522481789383,16.826372692409223,-16.461402516334484
240,7Networks_LH_Default_PFC_2,7Networks,LH,Default_PFC,2,-36.00042123194784,37.14785202261061,-12.243347095120697
241,7Networks_LH_Default_PFC_3,7Networks,LH,Default_PFC,3,-36.929242470464914,24.340351353716315,-15.03061884728059
242,7Networks_LH_Default_PFC_4,7Networks,LH,Default_PFC,4,-4.73747401492561,55.49225409917972,-9.578806481904842
243,7Networks_LH_Default_PFC_5,7Networks,LH,Default_PFC,5,-46.25181830845153,31.97569483046287,-9.545894634433182
244,7Networks_LH_Default_PFC_6,7Networks,LH,Default_PFC,6,-6.588924428705212,39.59354636865834,-7.143978801038529
245,7Networks_LH_Default_PFC_7,7Networks,LH,Default_PFC,7,-19.107938754007392,62.918433372149195,-7.839863361159004
246,7Networks_LH_Default_PFC_8,7Networks,LH,Default_PFC,8,-28.121436527399112,57.667621086266905,-1.4726234280681325
247,7Networks_LH_Default_PFC_9,7Networks,LH,Default_PFC,9,-48.147316572731086,27.54323193096826,1.4653851475085986
248,7Networks_LH_Default_PFC_10,7Networks,LH,Default_PFC,10,-12.660839036531229,68.9805803965445,4.90131683350716
249,7Networks_LH_Default_PFC_11,7Networks,LH,Default_PFC,11,-6.067219647114172,44.67530662130439,6.205129391691074
250,7Networks_LH_Default_PFC_12,7Networks,LH,Default_PFC,12,-52.53800720484651,19.762962886852918,10.145384045326203
251,7Networks_LH_Default_PFC_13,7Networks,LH,Default_PFC,13,-22.666385941462124,63.79546766785475,10.71018018150049
252,7Networks_LH_Default_PFC_14,7Networks,LH,Default_PFC,14,-5.5672054026169775,57.10152030837591,15.213362333848131
253,7Networks_LH_Default_PFC_15,7Networks,LH,Default_PFC,15,-2.9330045032230174,29.573116804920616,15.438885754361365
254,7Networks_LH_Default_PFC_16,7Networks,LH,Default_PFC,16,-14.849594877246673,60.78903431337707,23.90437298405476
255,7Networks_LH_Default_PFC_17,7Networks,LH,Default_PFC,17,-7.189437337861463,36.25661317224639,22.085199856598464
256,7Networks_LH_Default_PFC_18,7Networks,LH,Default_PFC,18,-22.340158654544297,52.86866418768267,27.3947560219722
257,7Networks_LH_Default_PFC_19,7Networks,LH,Default_PFC,19,-3.6843267485830182,47.44998840835218,34.98627180199078
258,7Networks_LH_Default_PFC_20,7Networks,LH,Default_PFC,20,-19.571396808964252,40.76389085595636,42.550738560142875
259,7Networks_LH_Default_PFC_21,7Networks,LH,Default_PFC,21,-13.904023852178724,46.888777393415495,44.6023261296815
260,7Networks_LH_Default_PFC_22,7Networks,LH,Default_PFC,22,-25.012841005250806,27.405836005446815,43.75730713410303
261,7Networks_LH_Default_PFC_23,7Networks,LH,Default_PFC,23,-39.29820765213603,18.92249706508065,50.01826770572431
262,7Networks_LH_Default_PFC_24,7Networks,LH,Default_PFC,24,-42.065105034753,6.489856694385679,48.95422431678986
263,7Networks_LH_Default_PFC_25,7Networks,LH,Default_PFC,25,-5.662375844760717,36.81237328779626,54.16556942117322
264,7Networks_LH_Default_PFC_26,7Networks,LH,Default_PFC,26,-28.599535106656106,15.569893540193632,54.621418245623374
265,7Networks_LH_Default_PFC_27,7Networks,LH,Default_PFC,27,-21.361162427470006,24.04838450911221,51.60963468070776
266,7Networks_LH_Default_PFC_28,7Networks,LH,Default_PFC,28,-13.76003318093069,22.630297845223026,60.742895246733255
267,7Networks_LH_Default_PFC_29,7Networks,LH,Default_PFC,29,-4.656197467799913,13.530704568907353,64.65581096531982
268,7Networks_LH_Default_pCunPCC_1,7Networks,LH,Default_pCunPCC,1,-10.024117979519772,-52.66809025383408,7.95193781064085
269,7Networks_LH_Default_pCunPCC_2,7Networks,LH,Default_pCunPCC,2,-5.716488045377616,-47.14469940081621,14.12873831677895
270,7Networks_LH_Default_pCunPCC_3,7Networks,LH,Default_pCunPCC,3,-11.924024607839712,-59.48674987474185,17.273664158172487
271,7Networks_LH_Default_pCunPCC_4,7Networks,LH,Default_pCunPCC,4,-4.284677549176891,-53.58945224238508,19.273728387024477
272,7Networks_LH_Default_pCunPCC_5,7Networks,LH,Default_pCunPCC,5,-15.007424041691976,-64.90407836216234,23.54119800072226
273,7Networks_LH_Default_pCunPCC_6,7Networks,LH,Default_pCunPCC,6,-4.8865220529111895,-65.68113578368317,23.797621460800826
274,7Networks_LH_Default_pCunPCC_7,7Networks,LH,Default_pCunPCC,7,-6.4015045171543505,-55.18932046822964,27.279560321713646
275,7Networks_LH_Default_pCunPCC_8,7Networks,LH,Default_pCunPCC,8,-3.8403056875509947,-42.303638022414276,29.632462086060215
276,7Networks_LH_Default_pCunPCC_9,7Networks,LH,Default_pCunPCC,9,-11.06766250804067,-69.23667725903647,30.954202721927857
277,7Networks_LH_Default_pCunPCC_10,7Networks,LH,Default_pCunPCC,10,-4.7393097289734385,-61.86199948339964,33.72142808492882
278,7Networks_LH_Default_pCunPCC_11,7Networks,LH,Default_pCunPCC,11,-4.7170313484035375,-30.889800594684978,36.353829609385386
279,7Networks_LH_Default_pCunPCC_12,7Networks,LH,Default_pCunPCC,12,-2.217762270328393,-15.69613905159455,36.9393382267246
280,7Networks_LH_Default_pCunPCC_13,7Networks,LH,Default_pCunPCC,13,-11.430720848537334,-48.944433009823946,34.291219048524695
281,7Networks_LH_Default_pCunPCC_14,7Networks,LH,Default_pCunPCC,14,-5.376273585865505,-39.10660666518678,39.81800214237032
282,7Networks_LH_Default_pCunPCC_15,7Networks,LH,Default_pCunPCC,15,-2.9526809085950703,-68.850519071192,42.05567880005887
283,7Networks_LH_Default_pCunPCC_16,7Networks,LH,Default_pCunPCC,16,-5.123137960871375,-57.45040443221167,43.720327920700996
284,7Networks_LH_Default_pCunPCC_17,7Networks,LH,Default_pCunPCC,17,-6.321876256789963,-48.05058583320634,43.36781688045386
285,7Networks_LH_Default_PHC_1,7Networks,LH,Default_PHC,1,-21.35503156583799,-35.72600180223242,-13.859472618770152
286,7Networks_RH_Vis_1,7Networks,RH,Vis,1,30.161464730889058,-29.967427566666494,-18.972018238043287
287,7Networks_RH_Vis_2,7Networks,RH,Vis,2,35.9200806839412,-51.61904727731023,-18.632135467347943
288,7Networks_RH_Vis_3,7Networks,RH,Vis,3,28.932424680963948,-50.53522025869089,-11.432803091751609
289,7Networks_RH_Vis_4,7Networks,RH,Vis,4,38.33107875792912,-69.47968592259156,-15.136619689901742
290,7Networks_RH_Vis_5,7Networks,RH,Vis,5,27.578509491737606,-71.26004609197639,-10.68904499876264
291,7Networks_RH_Vis_6,7Networks,RH,Vis,6,23.53708904372732,-46.253011705400816,-8.053685483295752
292,7Networks_RH_Vis_7,7Networks,RH,Vis,7,22.2291469247739,-65.29482944281655,-9.016383746288192
293,7Networks_RH_Vis_8,7Networks,RH,Vis,8,18.42753464524303,-30.948061666421353,-14.739792655071906
294,7Networks_RH_Vis_10,7Networks,RH,Vis,10,43.80695305236926,-77.38884274909894,-14.989309960976243
295,7Networks_RH_Vis_11,7Networks,RH,Vis,11,15.428233496558207,-75.71708958137494,-13.319361365185333
296,7Networks_RH_Vis_12,7Networks,RH,Vis,12,50.969276564159934,-65.22712191899235,-7.589071729607305
297,7Networks_RH_Vis_13,7Networks,RH,Vis,13,14.288182632046201,-58.29631178480365,-4.563165858535356
298,7Networks_RH_Vis_14,7Networks,RH,Vis,14,9.22103817954374,-70.5460660728411,-4.082517808718748
299,7Networks_RH_Vis_16,7Networks,RH,Vis,16,15.428626945182188,-39.46839578143291,-6.410919597402454
300,7Networks_RH_Vis_18,7Networks,RH,Vis,18,2.740663244505413,-75.31710581388324,-0.7088584071025252
301,7Networks_RH_Vis_19,7Networks,RH,Vis,19,49.17354414612055,-78.631839890033,0.0010266024619340897
302,7Networks_RH_Vis_20,7Networks,RH,Vis,20,17.727156435088318,-50.064546464809354,0.21115729356041157
303,7Networks_RH_Vis_21,7Networks,RH,Vis,21,10.210521935444802,-60.15686238800053,4.7976857460225375
304,7Networks_RH_Vis_22,7Networks,RH,Vis,22,13.53594201257718,-44.77748822527272,3.5186348531750014
305,7Networks_RH_Vis_25,7Networks,RH,Vis,25,48.4279720106709,-66.91127340580694,4.6373690384288935
306,7Networks_RH_Vis_27,7Networks,RH,Vis,27,10.21842978492269,-70.3541275444837,9.390573951014638
307,7Networks_RH_Vis_29,7Networks,RH,Vis,29,22.249927203428555,-59.02040774523155,6.49400277311603
308,7Networks_RH_Vis_32,7Networks,RH,Vis,32,46.089416340469825,-75.15359952261701,10.540080880495857
309,7Networks_RH_Vis_34,7Networks,RH,Vis,34,33.81621762737632,-78.51714701453845,11.749568432569504
310,7Networks_RH_Vis_35,7Networks,RH,Vis,35,14.717115260031207,-66.16602639753756,18.26263105911685
311,7Networks_RH_Vis_36,7Networks,RH,Vis,36,4.8955021110588035,-74.38118877523932,24.07292758801887
312,7Networks_RH_Vis_38,7Networks,RH,Vis,38,37.0618760502839,-75.9930753391236,25.828406961984
313,7Networks_RH_Vis_39,7Networks,RH,Vis,39,16.363536040573933,-64.39190832745729,27.743446122175484
314,7Networks_RH_Vis_40,7Networks,RH,Vis,40,26.226175279170278,-79.2983802512288,33.003660777956256
315,7Networks_RH_Vis_41,7Networks,RH,Vis,41,13.78283010078016,-75.44065864960858,30.34634594785544
316,7Networks_RH_Vis_42,7Networks,RH,Vis,42,30.540415620803827,-75.48648298460505,25.70117296317349
317,7Networks_RH_Vis_43,7Networks,RH,Vis,43,17.878083580614714,-78.49311081450759,41.25993337227325
318,7Networks_RH_Vis_44,7Networks,RH,Vis,44,27.786943098802247,-76.01941266417336,41.345621310069816
319,7Networks_RH_SomMot_1,7Networks,RH,SomMot,1,53.607602206503294,3.281129227146849,-4.457966890249573
320,7Networks_RH_SomMot_2,7Networks,RH,SomMot,2,59.30218062471859,-13.64508323219799,-4.198214842244809
321,7Networks_RH_SomMot_3,7Networks,RH,SomMot,3,55.59223659223326,-10.897364398739725,3.7049347208495362
322,7Networks_RH_SomMot_4,7Networks,RH,SomMot,4,61.22040222065361,-24.519421787826282,2.2189399346482617
323,7Networks_RH_SomMot_5,7Networks,RH,SomMot,5,39.759342392346234,-19.32856927836329,3.8546515047186816
324,7Networks_RH_SomMot_6,7Networks,RH,SomMot,6,37.18054147135053,-9.964740716748764,12.551315747367013
325,7Networks_RH_SomMot_7,7Networks,RH,SomMot,7,46.5146365069756,-22.183462825613198,9.211006353336451
326,7Networks_RH_SomMot_8,7Networks,RH,SomMot,8,34.41676410639452,-21.688956296347357,13.068991239320624
327,7Networks_RH_SomMot_9,7Networks,RH,SomMot,9,60.909104892016344,-23.012991133551516,10.732995297401786
328,7Networks_RH_SomMot_10,7Networks,RH,SomMot,10,42.201894226794444,-1.3135189834982128,14.685552719049156
329,7Networks_RH_SomMot_11,7Networks,RH,SomMot,11,64.64742860555108,-34.89130903575858,10.602044191558903
330,7Networks_RH_SomMot_12,7Networks,RH,SomMot,12,40.56679106380504,-12.337378867658288,17.814411110029766
331,7Networks_RH_SomMot_13,7Networks,RH,SomMot,13,41.80460825294314,-28.289206252110844,17.754522226852316
332,7Networks_RH_SomMot_14,7Networks,RH,SomMot,14,49.529290809335876,-9.000884653920806,12.45222252027856
333,7Networks_RH_SomMot_15,7Networks,RH,SomMot,15,59.95897307763118,0.24189094256927035,10.816489837395501
334,7Networks_RH_SomMot_16,7Networks,RH,SomMot,16,48.4788145576345,-19.98321023081533,17.45138341542851
335,7Networks_RH_SomMot_17,7Networks,RH,SomMot,17,60.4785390774218,-11.662195991394071,14.54029499276502
336,7Networks_RH_SomMot_18,7Networks,RH,SomMot,18,61.324411396878546,-3.765401739106366,24.498863831903506
337,7Networks_RH_SomMot_19,7Networks,RH,SomMot,19,63.65155600056413,-12.024971128411352,27.58531494453669
338,7Networks_RH_SomMot_20,7Networks,RH,SomMot,20,60.77594331869234,5.794705160996983,30.978228379075446
339,7Networks_RH_SomMot_21,7Networks,RH,SomMot,21,58.43633494055215,-13.829581901641959,38.93762340400157
340,7Networks_RH_SomMot_22,7Networks,RH,SomMot,22,52.95654215346952,-5.385700347188049,37.521915609875094
341,7Networks_RH_SomMot_23,7Networks,RH,SomMot,23,52.71133664514749,-11.441849345822021,37.4438837556649
342,7Networks_RH_SomMot_24,7Networks,RH,SomMot,24,8.309212513028513,-0.1599748939541712,43.643080774441884
343,7Networks_RH_SomMot_25,7Networks,RH,SomMot,25,10.92196445519535,-16.47015891739955,41.422661929061775
344,7Networks_RH_SomMot_26,7Networks,RH,SomMot,26,53.20297477485648,-18.47143498457531,45.64881804621979
345,7Networks_RH_SomMot_27,7Networks,RH,SomMot,27,51.790355085614415,-12.590534761274128,49.59582970737863
346,7Networks_RH_SomMot_28,7Networks,RH,SomMot,28,39.789945461030584,-16.020607480430044,40.686343452485744
347,7Networks_RH_SomMot_29,7Networks,RH,SomMot,29,45.774000343001454,-8.85835868406754,50.719022196800225
348,7Networks_RH_SomMot_30,7Networks,RH,SomMot,30,49.73484932777663,-25.30719914544357,56.89672859891533
349,7Networks_RH_SomMot_31,7Networks,RH,SomMot,31,7.491824988561234,-12.617471849353151,50.663194578740445
350,7Networks_RH_SomMot_32,7Networks,RH,SomMot,32,5.8214023974176285,0.8273376177667728,54.66870249339435
351,7Networks_RH_SomMot_33,7Networks,RH,SomMot,33,43.48559685715142,-20.76555878651896,54.645447388591094
352,7Networks_RH_SomMot_34,7Networks,RH,SomMot,34,41.12569319818625,-16.62674997001887,56.76422764733434
353,7Networks_RH_SomMot_35,7Networks,RH,SomMot,35,34.19525760566287,-34.26199394772634,60.441397596449576
354,7Networks_RH_SomMot_36,7Networks,RH,SomMot,36,5.020056423093024,-22.02997693998946,57.530848170665124
355,7Networks_RH_SomMot_37,7Networks,RH,SomMot,37,35.01194971188824,-27.222935253192503,60.07801317920287
356,7Networks_RH_SomMot_38,7Networks,RH,SomMot,38,36.021351484485066,-15.117514111004851,68.14479386274304
357,7Networks_RH_SomMot_39,7Networks,RH,SomMot,39,29.829669958627136,-40.67589851491964,65.54089311060588
358,7Networks_RH_SomMot_40,7Networks,RH,SomMot,40,31.079185724323217,-23.503482046917725,60.87485583777661
359,7Networks_RH_SomMot_41,7Networks,RH,SomMot,41,27.230511064141325,-11.15309311100151,65.55351888066379
360,7Networks_RH_SomMot_42,7Networks,RH,SomMot,42,9.012493144158881,-40.79343974165744,64.23324387458116
361,7Networks_RH_SomMot_43,7Networks,RH,SomMot,43,3.401970456987627,-31.87768947772682,62.579731634445494
362,7Networks_RH_SomMot_44,7Networks,RH,SomMot,44,25.452539844006836,-33.594337550060054,68.69581076034866
363,7Networks_RH_SomMot_45,7Networks,RH,SomMot,45,18.840930764966956,-4.809374482060477,68.79770907678952
364,7Networks_RH_SomMot_46,7Networks,RH,SomMot,46,24.404032937477567,-28.418032161287357,67.83799068763987
365,7Networks_RH_SomMot_47,7Networks,RH,SomMot,47,19.77579912908797,-27.15111221527716,60.98882959171567
366,7Networks_RH_SomMot_48,7Networks,RH,SomMot,48,23.31560661493147,-22.04239808205277,70.68340628201815
367,7Networks_RH_SomMot_49,7Networks,RH,SomMot,49,18.22573093038642,-13.781099265225635,72.02149055919757
368,7Networks_RH_SomMot_50,7Networks,RH,SomMot,50,15.159117503933714,-47.0237585848631,75.46084482352924
369,7Networks_RH_SomMot_51,7Networks,RH,SomMot,51,7.508076346768377,-16.489716074879055,72.937896526242
370,7Networks_RH_SomMot_52,7Networks,RH,SomMot,52,21.530743201433765,-36.818191612900144,74.19296524117532
371,7Networks_RH_SomMot_53,7Networks,RH,SomMot,53,4.892051737755537,-31.23337708606764,72.5924515782591
372,7Networks_RH_SomMot_54,7Networks,RH,SomMot,54,11.060939876924976,-38.66581840785045,75.71133505461631
373,7Networks_RH_SomMot_55,7Networks,RH,SomMot,55,13.832097722597567,-26.64045403418796,71.96546385190165
374,7Networks_RH_SomMot_56,7Networks,RH,SomMot,56,14.352299899160855,-31.874242328703403,73.5562469651401
375,7Networks_RH_DorsAttn_Post_1,7Networks,RH,DorsAttn_Post,1,46.468166286857986,-36.31982751576038,-21.641591209815495
376,7Networks_RH_DorsAttn_Post_2,7Networks,RH,DorsAttn_Post,2,50.1261640010315,-52.759246950570585,-16.96354733018941
377,7Networks_RH_DorsAttn_Post_3,7Networks,RH,DorsAttn_Post,3,58.30413730833731,-54.76601860780155,-1.6012935234871861
378,7Networks_RH_DorsAttn_Post_4,7Networks,RH,DorsAttn_Post,4,50.96392435410148,-58.669615925950374,13.96754753102477
379,7Networks_RH_DorsAttn_Post_5,7Networks,RH,DorsAttn_Post,5,46.6357284552715,-66.53623445848835,19.997379937657016
380,7Networks_RH_DorsAttn_Post_6,7Networks,RH,DorsAttn_Post,6,43.52942445608122,-77.96071167311499,19.13017931761486
381,7Networks_RH_DorsAttn_Post_7,7Networks,RH,DorsAttn_Post,7,45.63278703253113,-75.93351144721177,27.141328344801195
382,7Networks_RH_DorsAttn_Post_8,7Networks,RH,DorsAttn_Post,8,30.006692752180676,-65.79845465678763,33.20136631476683
383,7Networks_RH_DorsAttn_Post_9,7Networks,RH,DorsAttn_Post,9,34.08224828395572,-71.9437042721397,41.48184966513767
384,7Networks_RH_DorsAttn_Post_10,7Networks,RH,DorsAttn_Post,10,55.963043052932385,-21.48863208626325,41.81018443279541
385,7Networks_RH_DorsAttn_Post_11,7Networks,RH,DorsAttn_Post,11,55.055834401784274,-29.25483962957715,52.61557897045438
386,7Networks_RH_DorsAttn_Post_12,7Networks,RH,DorsAttn_Post,12,47.3489706060042,-36.80786520441373,52.55376208330195
387,7Networks_RH_DorsAttn_Post_13,7Networks,RH,DorsAttn_Post,13,32.453679311122876,-66.3293841887849,49.75010747592671
388,7Networks_RH_DorsAttn_Post_14,7Networks,RH,DorsAttn_Post,14,16.52449462884198,-77.85553423709729,52.493616392288146
389,7Networks_RH_DorsAttn_Post_15,7Networks,RH,DorsAttn_Post,15,46.251900062412744,-28.180263144107393,43.516410320853964
390,7Networks_RH_DorsAttn_Post_16,7Networks,RH,DorsAttn_Post,16,39.4905801415968,-39.798955840159195,47.84564971526814
